계정명,단위사업명,경비구분,지출구분,분야명,회계명,회계년도,소관명,프로그램명,세부사업명,부문명,국회확정금액,정부안금액
,도서관 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,국회,국회행정지원,기관운영 기본경비,입법및선거관리,109264.0,109264.0
,사무처 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,국회,국회행정지원,경호기획관실 기본경비,입법및선거관리,4050.0,4050.0
,사무처 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,국회,국회행정지원,국회민원지원센터 기본경비,입법및선거관리,2252.0,2252.0
,사무처 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,국회,국회행정지원,기관운영지원,입법및선거관리,14249.0,14249.0
,사무처 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,국회,국회행정지원,방송국 기본경비,입법및선거관리,2108.0,2108.0
,사무처 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,국회,국회행정지원,의사국 기본경비,입법및선거관리,6518.0,6518.0
,사무처 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,국회,국회행정지원,의정연수원 기본경비,입법및선거관리,2211710.0,2211710.0
,사무처 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,국회,국회행정지원,전산운영경비,입법및선거관리,3416.0,3416.0
,사무처 인건비,인건비(기금인건비),일반지출,일반·지방행정,일반회계,2024,국회,국회행정지원,인건비,입법및선거관리,949633.0,949633.0
,예산처 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,국회,국회행정지원,기관운영 기본경비,입법및선거관리,328694.0,328694.0
,조사처 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,국회,국회행정지원,기관운영및지원,입법및선거관리,101271.0,101271.0
,예산정책처운영지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,국회,예산정책처운영,예산정책처운영관리,입법및선거관리,64444.0,64444.0
,위원회운영지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,국회,의정활동지원,과학기술정보방송통신위원회운영지원,입법및선거관리,19225.0,19225.0
,위원회운영지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,국회,의정활동지원,교육위원회운영지원,입법및선거관리,19225.0,19225.0
